,name,location,tweet,friends,followers,status_count,time,device_type,sentiments,text
3382,LawalGide,"kaduna, nigeria",@daily_trust @atiku @mbuhari @officialpdpnig @officialapcng the story could have been different if it is corrupt on… https://t.co/q4wpd177cu,137,256,1849,2019-10-30 15:40:17+00:00,iOS,negative,daily trust atiku mbuhari officialpdpnig officialapcng story could different corrupt
3383,datnupeboy,nigeria,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",1248,958,14302,2019-10-30 15:40:17+00:00,iOS,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
3384,euro_austin,"lagos, nigeria","while #atiku and #mopha is trending, just know this is how we create most on the online trending pictures of… https://t.co/idnw6qpfhd",298,104,244,2019-10-30 15:40:18+00:00,iOS,positive,atiku mopha trending know create online trending picture
3385,Isah14Fatima,none,"rt @oladapo_engr: 🤔 all those certified san in atiku's legal team supposed to be ""desan""! if there is anything like that! they just swindle…",439,513,25127,2019-10-30 15:40:20+00:00,android,positive,oladapo engr certified san atiku legal team supposed desan anything like swindle
3386,prazolar9,anywhere in naija,"rt @villaupdatesng: breaking: the supreme court has dismissed the appeal filed by the peoples democratic party (pdp) and its candidate, ati…",1220,340,40256,2019-10-30 15:40:20+00:00,android,neutral,villaupdatesng breaking supreme court dismissed appeal filed people democratic party pdp candidate ati
3387,I_Am_marwa,nigeria,"rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",444,3652,52847,2019-10-30 15:40:20+00:00,android,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
3388,edupeepy1,biafra,"rt @the_jonathanian: i was hopeful, i was #atikulated, i believed #atikuiscoming. i was a mumu. 

now that cjn tanko has ditched precedence…",55,879,102749,2019-10-30 15:40:21+00:00,android,neutral,jonathanian hopeful atikulated believed atikuiscoming mumu cjn tanko ditched precedence
3389,IkudayisiJ,"abuja, nigeria",rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,4945,928,18468,2019-10-30 15:40:22+00:00,android,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
3390,Odauduhamz,"abuja,nigeria","rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",181,163,31595,2019-10-30 15:40:22+00:00,other,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
3391,EsquireMagic,nigeria,rt @von_bismack: peter obi thanking pdp supporters for their tenacity and he also opined that this judgement is not about buhari or atiku b…,1936,2789,135902,2019-10-30 15:40:23+00:00,android,neutral,von bismack peter obi thanking pdp supporter tenacity also opined judgement buhari atiku b
3392,Mazzino_Z,death star,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",974,1228,61692,2019-10-30 15:40:23+00:00,iOS,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
3393,Damisax05,"ondo, nigeria","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",169,90,2535,2019-10-30 15:40:23+00:00,other,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
3394,MatusTrrez,none,"rt @1stofhissname: since atiku is not coming again.

predict correctly the outcome of liverpool vs arsenal.

add #gametimewithitel to your…",13140,13109,7280,2019-10-30 15:40:24+00:00,other,neutral,1stofhissname since atiku coming predict correctly outcome liverpool v arsenal add gametimewithitel
3395,AhmadRufai93,"nigeria, sokoto","rt @realoilsheikh: dear baba @mbuhari,

now that @atiku is not coming for sure, we will keep pushing our prayers. we appreciate the so very…",2667,1299,58584,2019-10-30 15:40:25+00:00,android,positive,realoilsheikh dear baba mbuhari atiku coming sure keep pushing prayer appreciate
3396,dewicand,none,"masalah ngalor ngidul nganthi endasku petjaahhhh wesss atiku ambyar uripkuu mobal
#akukudusambat",82,1,16,2019-10-30 15:40:26+00:00,other,neutral,masalah ngalor ngidul nganthi endasku petjaahhhh wesss atiku ambyar uripkuu mobal akukudusambat
3397,tunji_yussuff,none,rt @von_bismack: peter obi thanking pdp supporters for their tenacity and he also opined that this judgement is not about buhari or atiku b…,5758,6437,714,2019-10-30 15:40:27+00:00,android,neutral,von bismack peter obi thanking pdp supporter tenacity also opined judgement buhari atiku b
3398,Oshindaretoyin,nigeria,"rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",4997,3189,38747,2019-10-30 15:40:27+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
3399,ngoamazing2009,nigeria,https://t.co/nppyoeqijn,1165,1973,15040,2019-10-30 15:40:28+00:00,android,neutral,
3400,ID55246663,none,rt @supremeking007: not only that egbon. baba spent money at the george hotel ikoyi lodging ppl up and down https://t.co/ppbig3ffc3,36,498,43503,2019-10-30 15:40:29+00:00,android,negative,supremeking007 egbon baba spent money george hotel ikoyi lodging ppl
3401,MemxieySAMBO,nigeria,"rt @william_ukpe: if you're cheering because atiku has lost in the supreme court

let me tell you something about tyranny

it needs blood t…",859,2130,15001,2019-10-30 15:40:32+00:00,android,neutral,william ukpe cheering atiku lost supreme court let tell something tyranny need blood
3402,kneenygulder,on the way 2 eldorado,rt @officialpdpnig: breaking! the supreme court of nigeria has unveiled the panel to sit on the appeal of the @officialpdpnig &amp; @atiku / @p…,596,467,13755,2019-10-30 15:40:33+00:00,android,neutral,officialpdpnig breaking supreme court nigeria unveiled panel sit appeal officialpdpnig amp atiku p
3403,Odauduhamz,"abuja,nigeria","rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",181,163,31596,2019-10-30 15:40:33+00:00,other,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
3404,emmypau,none,"rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",3630,3291,38459,2019-10-30 15:40:33+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
3405,LDahyru,"wuro hausa, yola nigeria ","rt @ajuringelale: supreme court rules: @mbuhari
wins

""the supreme court has dismissed the appeal filed by the peoples democratic party (pd…",527,1084,110728,2019-10-30 15:40:34+00:00,android,positive,ajuringelale supreme court rule mbuhari win supreme court dismissed appeal filed people democratic party pd
3406,karen11227654,none,"rt @nations4atiku: breaking: after much drama @supremecourtng, supreme court final judgement, “we have examined all the briefs and exhibits…",2993,1528,14365,2019-10-30 15:40:35+00:00,android,positive,nations4atiku breaking much drama supremecourtng supreme court final judgement examined brief exhibit
3407,IkudayisiJ,"abuja, nigeria","rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",4945,928,18469,2019-10-30 15:40:40+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
3408,namadi10,none,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",3491,511,7728,2019-10-30 15:40:41+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
3409,MemxieySAMBO,nigeria,"rt @william_ukpe: atiku was not the only person that lost in the supreme court.

nigerian democrat institutions lost today,

we are officia…",859,2130,15002,2019-10-30 15:40:41+00:00,android,neutral,william ukpe atiku person lost supreme court nigerian democrat institution lost today officia
3410,LugardFredo,moon,"rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",5354,4923,36427,2019-10-30 15:40:41+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
3411,ID55246663,none,rt @alagakemi: atiku wailers are now blaming removal of onnoghen at supreme court. i can't laugh o jare. 😁😁😁😁😁😁it is their c.h.a.r.a.c.t.e.…,36,498,43504,2019-10-30 15:40:42+00:00,android,positive,alagakemi atiku wailer blaming removal onnoghen supreme court laugh jare c h r c e
3412,DnakedPromoteR,"los angeles, ca","pdp reacts to atiku’s loss at supreme court, says final judgement comes from god https://t.co/jv4tami9mr https://t.co/huqpjg9tlw",619,606,5580,2019-10-30 15:40:42+00:00,other,neutral,pdp reacts atiku loss supreme court say final judgement come god
3413,Teclef,area 51,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",4427,4483,105291,2019-10-30 15:40:43+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
3414,nasby86,nigeria,"rt @apcnigeria: breaking: the supreme court has dismissed the appeal filed by the peoples democratic party (pdp) and its candidate, atiku a…",2253,1838,1514,2019-10-30 15:40:44+00:00,other,neutral,apcnigeria breaking supreme court dismissed appeal filed people democratic party pdp candidate atiku
3415,PromoGodess1,"london, england","pdp reacts to atiku’s loss at supreme court, says final judgement comes from god https://t.co/xbgdocvcio https://t.co/7dzde0hckj",25,275,5089,2019-10-30 15:40:45+00:00,other,neutral,pdp reacts atiku loss supreme court say final judgement come god
3416,mrlurvy,"body, nigeria | spirit, us","rt @shawttynatt: with the supreme court ruling, it is safe to say atiku is coming nowhere, maybe he can now move on from the 2019 election.…",2536,3169,28093,2019-10-30 15:40:45+00:00,android,positive,shawttynatt supreme court ruling safe say atiku coming nowhere maybe move 2019 election
3417,hardeymedin,none,"rt @chiefojukwu: 12. just four years. while kagame took 15 years to bring small rwanda to where it is today, obasanjo, atiku, jonathan and…",1178,1226,2898,2019-10-30 15:40:46+00:00,android,negative,chiefojukwu 12 four year kagame took 15 year bring small rwanda today obasanjo atiku jonathan
3418,Mr_garko,nigeria,"rt @romanticboy77: buhari wasn't a tyrant when he lost thrice, he was a tyrant was zamfara was taken from apc and given 2 pdp by the same c…",461,1691,53225,2019-10-30 15:40:46+00:00,iOS,neutral,romanticboy77 buhari tyrant lost thrice tyrant zamfara taken apc given 2 pdp c
3419,babylynntv,"london ,nigeria ","pdp reacts to atiku’s loss at supreme court, says final judgement comes from god https://t.co/vyvkti3pab https://t.co/qnaewk21sg",118,1399,5520,2019-10-30 15:40:47+00:00,other,neutral,pdp reacts atiku loss supreme court say final judgement come god
3420,aboolkadirr_x,polo field,rt @channelstv: breaking: supreme court dismisses atiku’s appeal. https://t.co/1vjszbyinf https://t.co/2utb7p69wz,465,299,7743,2019-10-30 15:40:47+00:00,iOS,neutral,channelstv breaking supreme court dismisses atiku appeal
3421,AdeosunTunde17,"warri, nigeria","rt @jeffphilips1: breaking: server bien, no merci😢😢

supreme court dismisses atiku's appeal against buhari's victory – thecable https://t.c…",5001,1190,41567,2019-10-30 15:40:48+00:00,android,neutral,jeffphilips1 breaking server bien merci supreme court dismisses atiku appeal buhari victory thecable
3422,sidneypromoter,"levittown, ny","pdp reacts to atiku’s loss at supreme court, says final judgement comes from god https://t.co/0rvpjed3lm https://t.co/81uok7up41",1760,2066,8983,2019-10-30 15:40:49+00:00,other,neutral,pdp reacts atiku loss supreme court say final judgement come god
3423,eseoraka,worldwide,@okporifeanyi1 @officialpdpnig @atiku @peterobi @renoomokri @officialkolao @seyiamakinde @uchesecondus @govwike… https://t.co/vmcjj0pj1n,1091,753,13135,2019-10-30 15:40:50+00:00,android,neutral,okporifeanyi1 officialpdpnig atiku peterobi renoomokri officialkolao seyiamakinde uchesecondus govwike
3424,AbbawaziriN,home of peace ,"icc, un and uk embassy 😂😂😂😂",759,1089,20530,2019-10-30 15:40:50+00:00,iOS,neutral,icc un uk embassy
3425,most4luv,none,rt @olagreen: point of correction. there's not a single one of atiku's lawyers who thought he had a chance. they only knew about their own…,2062,657,5603,2019-10-30 15:40:50+00:00,android,positive,olagreen point correction single one atiku lawyer thought chance knew
3426,BelloShinkafi,abuja,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",608,477,522,2019-10-30 15:40:51+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
3427,sexydjbabylynn,"london  & nigeria ,kenya","pdp reacts to atiku’s loss at supreme court, says final judgement comes from god https://t.co/qj1btpdqco https://t.co/j5x5sn3mep",29766,159141,104541,2019-10-30 15:40:52+00:00,other,neutral,pdp reacts atiku loss supreme court say final judgement come god
3428,GloryNnabugwu,lagos,"these photos deserve endless retweets
#mompha #atiku #mercyxstarzzawards",542,511,1226,2019-10-30 15:40:52+00:00,android,negative,photo deserve endless retweets mompha atiku mercyxstarzzawards
3429,Akande92649547,none,@safeeyan3 @surasheethe @atiku which youths?,268,28,334,2019-10-30 15:40:52+00:00,other,neutral,safeeyan3 surasheethe atiku youth
